Venue,Borough,Venue Category,Group,Venue Latitude,Venue Longitude,BoroughLocation
UK ECIG STORE,Brent,Accessories Store,Shopping,51.559948634319646,-0.27582376863419705,"[51.5588, -0.2817]"
Wembley Stadium,Brent,Stadium,Health and Sports,51.55620863273832,-0.2795720100402832,"[51.5588, -0.2817]"
Bobby Moore Statue,Brent,Outdoor Sculpture,Green spaces,51.55741632766851,-0.27963542022910964,"[51.5588, -0.2817]"
Bobby Moore Club,Brent,Restaurant,Eating out,51.557140261455615,-0.2796102644320072,"[51.5588, -0.2817]"
Club Wembley,Brent,Bar,Going out,51.55637736062624,-0.2795816564347904,"[51.5588, -0.2817]"
Wembley Stadium Store,Brent,Sporting Goods Shop,Shopping,51.55742417307426,-0.2792530567848588,"[51.5588, -0.2817]"
Co-op Food,Brent,Grocery Store,Shopping,51.559437096832966,-0.27908921241760254,"[51.5588, -0.2817]"
Brent River Park,Brent,Trail,Green spaces,51.548222637424594,-0.2697067819088321,"[51.5588, -0.2817]"
Bobby Moore Spice,Brent,Indian Restaurant,Eating out,51.55853745980474,-0.2781518838062524,"[51.5588, -0.2817]"
Nets Seafood Restaurant,Brent,Seafood Restaurant,Eating out,51.55607147573398,-0.2790213305776472,"[51.5588, -0.2817]"
Bar 1987,Brent,Bar,Going out,51.55633269086592,-0.2794790462125098,"[51.5588, -0.2817]"
Bar 1999,Brent,Bar,Going out,51.556568844635926,-0.2800440788269043,"[51.5588, -0.2817]"
18 bus bus stop flamsted ave harrow rd,Brent,Bus Stop,Public Transport,51.54964573859655,-0.2790026758543403,"[51.5588, -0.2817]"
Welsh Harp Sailing Club,Brent,Harbor / Marina,Other,51.56792,-0.257314,"[51.5588, -0.2817]"
Ace Cafe London,Brent,Diner,Eating out,51.541171590221396,-0.2777510809614135,"[51.5588, -0.2817]"
Howdens  - Park Royal,Brent,Construction & Landscaping,Other,51.53573328529902,-0.2756104023865191,"[51.5588, -0.2817]"
Hoo Hing Chinese Supermarket,Ealing,Grocery Store,Shopping,51.53666337473023,-0.2858229246097356,"[51.513, -0.3089]"
Kolak Snack Foods,Ealing,Food,Eating out,51.53446049074475,-0.2833392378764766,"[51.513, -0.3089]"
FCI London,Ealing,Furniture / Home Store,Shopping,51.53581107515765,-0.2876115596169002,"[51.513, -0.3089]"
Crystals of London,Brent,Bar,Going out,51.5325713191346,-0.2849630802055064,"[51.5588, -0.2817]"
Nando's,Ealing,Portuguese Restaurant,Eating out,51.52526612147743,-0.280497452787786,"[51.513, -0.3089]"
PureGym,Ealing,Gym / Fitness Center,Health and Sports,51.52504107319924,-0.2808938984573868,"[51.513, -0.3089]"
Tenpin,Ealing,Bowling Alley,Entertainment,51.5247845,-0.2809679,"[51.513, -0.3089]"
Boden,Ealing,Clothing Store,Shopping,51.52836332398752,-0.28464780771282816,"[51.513, -0.3089]"
Dukes Island Studios,Ealing,Movie Theater,Entertainment,51.52601203395357,-0.28212122069369866,"[51.513, -0.3089]"
Park Plaza Park Royal,Ealing,Hotel,Other,51.527268,-0.28301,"[51.513, -0.3089]"
Vue,Ealing,Movie Theater,Entertainment,51.52570034550782,-0.2813529968261718,"[51.513, -0.3089]"
KFC,Ealing,Fast Food Restaurant,Eating out,51.525324,-0.281324,"[51.513, -0.3089]"
Little Cake,Ealing,Bakery,Groceries,51.52700079459487,-0.2850166522625841,"[51.513, -0.3089]"
Pauls Plaice,Ealing,Fish & Chips Shop,Shopping,51.5323,-0.292213,"[51.513, -0.3089]"
Ristorante Belvedere,Ealing,Italian Restaurant,Eating out,51.530215736277526,-0.2923947233962362,"[51.513, -0.3089]"
Basrah Shisa Lounge,Ealing,Hookah Bar,Going out,51.52382920497288,-0.2822480226578861,"[51.513, -0.3089]"
Fawanees,Ealing,Hookah Bar,Going out,51.533734417412134,-0.2955941081459069,"[51.513, -0.3089]"
Palm Grill,Ealing,Mediterranean Restaurant,Eating out,51.52942595472179,-0.2934404755952231,"[51.513, -0.3089]"
The Fox & Goose Hotel,Ealing,Pub,Going out,51.533215400061636,-0.29560490674589346,"[51.513, -0.3089]"
The Ashbourne,Ealing,English Restaurant,Eating out,51.52938314382944,-0.2916388479773595,"[51.513, -0.3089]"
Bestway Park Royal,Brent,Warehouse Store,Shopping,51.53940196152745,-0.2738716944427324,"[51.5588, -0.2817]"
Iveagh Avenue,Ealing,Bus Station,Public Transport,51.537862544622385,-0.28256398507728236,"[51.513, -0.3089]"
Thyme,Ealing,Restaurant,Eating out,51.52923,-0.290891,"[51.513, -0.3089]"
Hanger Lane (J),Ealing,Bus Stop,Public Transport,51.530552,-0.292461,"[51.513, -0.3089]"
Gourmandise,Ealing,Coffee Shop,Eating out,51.529411544586594,-0.2930152416229248,"[51.513, -0.3089]"
VU Point Café,Brent,Café,Eating out,51.54429624270747,-0.2737357129497195,"[51.5588, -0.2817]"
Harlesden London Underground and London Overground Station,Brent,Train Station,Public Transport,51.53628941071539,-0.25769785149026925,"[51.5588, -0.2817]"
11 Coffee & Co.,Ealing,Coffee Shop,Eating out,51.517030123619456,-0.2904080961073067,"[51.513, -0.3089]"
Villa Toscana,Ealing,Italian Restaurant,Eating out,51.51736955965838,-0.2898422667404898,"[51.513, -0.3089]"
Hanger Hill Park,Ealing,Park,Green spaces,51.525745488746196,-0.2939617991915988,"[51.513, -0.3089]"
55 Hotel London,Ealing,Hotel,Other,51.51746582974753,-0.29114829012990273,"[51.513, -0.3089]"
The Greystoke,Ealing,Pub,Going out,51.516972263818076,-0.28990436108615214,"[51.513, -0.3089]"
Jack Wills,Ealing,Office,Other,51.52642860016123,-0.2558166355819367,"[51.513, -0.3089]"
A to Z Hotel,Ealing,Hotel,Other,51.514259338379,-0.268949985504,"[51.513, -0.3089]"
Atariya,Ealing,Sushi Restaurant,Eating out,51.510417252850885,-0.2880586483835502,"[51.513, -0.3089]"
Ealing Cricket Club,Ealing,Cricket Ground,Health and Sports,51.518599196661285,-0.2983207269146205,"[51.513, -0.3089]"
Ealing Common,Ealing,Park,Green spaces,51.514360621225265,-0.29395362674141357,"[51.513, -0.3089]"
The Corner Terrace,Ealing,Eastern European Restaurant,Eating out,51.5098391338228,-0.28645924559340646,"[51.513, -0.3089]"
Natural Natural,Ealing,Food & Drink Shop,Groceries,51.50999058786214,-0.2868385437549532,"[51.513, -0.3089]"
Kiraku,Ealing,Japanese Restaurant,Eating out,51.51019482210496,-0.2874429941107188,"[51.513, -0.3089]"
Little Waitrose,Ealing,Supermarket,Groceries,51.51568,-0.29139,"[51.513, -0.3089]"
Premier Inn London Hanger Lane,Ealing,Hotel,Other,51.51312,-0.29257,"[51.513, -0.3089]"
Duri,Ealing,Korean Restaurant,Eating out,51.5101046639897,-0.2871894836425781,"[51.513, -0.3089]"
DoubleTree by Hilton,Ealing,Hotel,Other,51.511833918684786,-0.29061477430685234,"[51.513, -0.3089]"
Costa Coffee,Ealing,Coffee Shop,Eating out,51.51014993896373,-0.28742386009770066,"[51.513, -0.3089]"
Mugi's Coffee Bar,Ealing,Eastern European Restaurant,Eating out,51.51005042801824,-0.2869577950196871,"[51.513, -0.3089]"
Zeera,Ealing,Indian Restaurant,Eating out,51.51708985714589,-0.2904319455081592,"[51.513, -0.3089]"
Fox Wood,Ealing,Park,Green spaces,51.52403154229695,-0.2974891662597656,"[51.513, -0.3089]"
AtoB Hotel,Ealing,Hotel,Other,51.51186825376038,-0.2912052876508616,"[51.513, -0.3089]"
Bus Stop EK,Ealing,Bus Stop,Public Transport,51.510286,-0.287712,"[51.513, -0.3089]"
Haven Arms,Ealing,Pub,Going out,51.51695123063574,-0.3000222178538323,"[51.513, -0.3089]"
The Sir Michael Balcon (Wetherspoon),Ealing,Pub,Going out,51.51360775361732,-0.2985915693548425,"[51.513, -0.3089]"
Starbucks,Ealing,Coffee Shop,Eating out,51.509942,-0.287235,"[51.513, -0.3089]"
Sainsbury's Local,Ealing,Grocery Store,Shopping,51.50994383285311,-0.28765361321201555,"[51.513, -0.3089]"
Nando's,Ealing,Portuguese Restaurant,Eating out,51.5101832,-0.2879994,"[51.513, -0.3089]"
Persian Nights,Ealing,Middle Eastern Restaurant,Eating out,51.50852877586289,-0.2823829650878906,"[51.513, -0.3089]"
The Wheatsheaf,Ealing,Pub,Going out,51.517083499999984,-0.299815390789945,"[51.513, -0.3089]"
Ealing Common London Underground Station,Ealing,Metro Station,Public Transport,51.509908102625204,-0.28819435728594056,"[51.513, -0.3089]"
The Grange,Ealing,Pub,Going out,51.5082746187267,-0.2963141891639316,"[51.513, -0.3089]"
Tribeca Studios,Ealing,Gym / Fitness Center,Health and Sports,51.51406426761182,-0.2997025780113202,"[51.513, -0.3089]"
Gunnersbury Park Museum,Hounslow,Museum,Entertainment,51.499661375441136,-0.28622338794367513,"[51.4746, -0.368]"
casereccio,Ealing,Italian Restaurant,Eating out,51.50243646254334,-0.2816735839238821,"[51.513, -0.3089]"
Pizza x Drink,Ealing,Pizza Place,Eating out,51.502507605281004,-0.2815597922475683,"[51.513, -0.3089]"
Hooks Gym,Ealing,Gym / Fitness Center,Health and Sports,51.5255134425896,-0.28133153915405273,"[51.513, -0.3089]"
Costa Coffee,Ealing,Coffee Shop,Eating out,51.52531787276457,-0.28080558306761616,"[51.513, -0.3089]"
Pizza Hut,Ealing,Pizza Place,Eating out,51.52546007617134,-0.280241309192661,"[51.513, -0.3089]"
Gunnersbury Park,Hounslow,Park,Green spaces,51.497202145853784,-0.2904510498046875,"[51.4746, -0.368]"
Virgin Active,Hounslow,Gym / Fitness Center,Health and Sports,51.494896290440494,-0.275752295245411,"[51.4746, -0.368]"
Go,Hounslow,Sandwich Place,Eating out,51.49557590214586,-0.2758996731601817,"[51.4746, -0.368]"
Source,Hounslow,Café,Eating out,51.49548782914832,-0.2757576054699774,"[51.4746, -0.368]"
Mike's Dive Shop,Hounslow,Sporting Goods Shop,Shopping,51.4936753561844,-0.2794218063354492,"[51.4746, -0.368]"
The Pilot,Hounslow,Pub,Going out,51.49030716744371,-0.2776844309697708,"[51.4746, -0.368]"
Costa Coffee,Hounslow,Coffee Shop,Eating out,51.49271646614231,-0.2793107584135034,"[51.4746, -0.368]"
Subway,Hounslow,Sandwich Place,Eating out,51.49157292033435,-0.28336855243514947,"[51.4746, -0.368]"
Co-op Food,Hounslow,Grocery Store,Shopping,51.49237809603666,-0.27537809242461336,"[51.4746, -0.368]"
Valentina Fine Foods,Hounslow,Italian Restaurant,Eating out,51.492644927617064,-0.2656627946778834,"[51.4746, -0.368]"
Costa Coffee,Hounslow,Coffee Shop,Eating out,51.49258555557388,-0.28955313125628035,"[51.4746, -0.368]"
Flying Tiger,Hounslow,Gift Shop,Shopping,51.49253797627112,-0.2645092691732323,"[51.4746, -0.368]"
Costa Coffee,Hounslow,Coffee Shop,Eating out,51.49220996001454,-0.2901043302319915,"[51.4746, -0.368]"
Crêpeaffaire,Hounslow,Creperie,Eating out,51.49259295986494,-0.26445837594579547,"[51.4746, -0.368]"
Café 403,Hounslow,Café,Eating out,51.492296603986006,-0.27604274218321667,"[51.4746, -0.368]"
Valentina,Hounslow,Italian Restaurant,Eating out,51.49261007303925,-0.2657889012418819,"[51.4746, -0.368]"
B&Q,Hounslow,Hardware Store,Shopping,51.4932260741208,-0.2834837319735528,"[51.4746, -0.368]"
Gunnersbury Station Bus Stop A,Hounslow,Bus Stop,Public Transport,51.49249503438147,-0.27493249355971117,"[51.4746, -0.368]"
Dayfresh,Hounslow,Café,Eating out,51.492299,-0.275857,"[51.4746, -0.368]"
Brentford Fountain Leisure Centre,Hounslow,Gym / Fitness Center,Health and Sports,51.49076610859238,-0.28431961099574354,"[51.4746, -0.368]"
Caffè Nero,Hounslow,Coffee Shop,Eating out,51.49260152047104,-0.2647139280827124,"[51.4746, -0.368]"
The Bridge Cafe,Hounslow,Breakfast Spot,Eating out,51.489916,-0.28582,"[51.4746, -0.368]"
The Shack - Men's Grooming,Hounslow,Salon / Barbershop,Going out,51.492841204505844,-0.2645694187337652,"[51.4746, -0.368]"
Cafe Luna,Hounslow,Coffee Shop,Eating out,51.49276510786754,-0.2672749213032517,"[51.4746, -0.368]"
Express Tavern,Hounslow,Pub,Going out,51.488957926680335,-0.28767926806621297,"[51.4746, -0.368]"
The Coffee Traveller,Hounslow,Coffee Shop,Eating out,51.4865507884453,-0.2808431907365751,"[51.4746, -0.368]"
Kew Green,Richmond upon Thames,Park,Green spaces,51.48584002055912,-0.28489270480939805,"[51.4479, -0.326]"
Strand On The Green,Richmond upon Thames,Pedestrian Plaza,Other,51.484602737022456,-0.2792567783112561,"[51.4479, -0.326]"
Annie's,Hounslow,Brasserie,Eating out,51.48469598562987,-0.2778140274359312,"[51.4746, -0.368]"
The Strand,Hounslow,Thai Restaurant,Eating out,51.488368615678645,-0.2871636840250307,"[51.4746, -0.368]"
Bell & Crown,Hounslow,Pub,Going out,51.4869978,-0.2831577,"[51.4746, -0.368]"
The City Barge,Hounslow,Pub,Going out,51.485035015497175,-0.27910512869560133,"[51.4746, -0.368]"
London Museum of Water & Steam,Hounslow,Museum,Entertainment,51.48911302970329,-0.29059959974931404,"[51.4746, -0.368]"
The Greyhound with Greedies,Richmond upon Thames,Pub,Going out,51.48509053988455,-0.28625715838025767,"[51.4479, -0.326]"
The Stable,Hounslow,Pizza Place,Eating out,51.487905,-0.288039,"[51.4746, -0.368]"
Yupa's Thai,Hounslow,Thai Restaurant,Eating out,51.486343,-0.271434,"[51.4746, -0.368]"
Old Actonians Sports Club,Ealing,Soccer Field,Green spaces,51.50150019422697,-0.2885858541540831,"[51.513, -0.3089]"
Greggs,Hounslow,Bakery,Groceries,51.49246115907448,-0.2633067223928614,"[51.4746, -0.368]"
Sainsbury's Local,Hounslow,Grocery Store,Shopping,51.488466354967706,-0.2879179560531919,"[51.4746, -0.368]"
ASK Italian,Richmond upon Thames,Italian Restaurant,Eating out,51.4854312,-0.2878864,"[51.4479, -0.326]"
Starbucks,Hounslow,Coffee Shop,Eating out,51.492639,-0.26399,"[51.4746, -0.368]"
O'Riordan's Tavern,Hounslow,Pub,Going out,51.48776555501529,-0.2920156430479367,"[51.4746, -0.368]"
One Over the Ait,Hounslow,Pub,Going out,51.4879224,-0.2883898,"[51.4746, -0.368]"
Patisserie Valerie,Hounslow,Café,Eating out,51.49246419688328,-0.26154187577001486,"[51.4746, -0.368]"
Subway,Hounslow,Sandwich Place,Eating out,51.492223562371905,-0.26204861247992994,"[51.4746, -0.368]"
Bill's Restaurant,Hounslow,English Restaurant,Eating out,51.49253398076628,-0.25940702556538653,"[51.4746, -0.368]"
Kew Gardens Herbarium,Richmond upon Thames,Botanical Garden,Green spaces,51.48208067087148,-0.2911106194917796,"[51.4479, -0.326]"
Sift Bakes & Brews,Richmond upon Thames,Coffee Shop,Eating out,51.482662,-0.2864425,"[51.4479, -0.326]"
The National Archives,Richmond upon Thames,History Museum,Entertainment,51.479859469187495,-0.2801513671875,"[51.4479, -0.326]"
Coach & Horses Hotel,Richmond upon Thames,Hotel,Other,51.48330362570221,-0.2866755363101961,"[51.4479, -0.326]"
The Botanist,Richmond upon Thames,Pub,Going out,51.4829994651708,-0.286934385604103,"[51.4479, -0.326]"
Davies Alpine House,Richmond upon Thames,Garden,Green spaces,51.48195,-0.289508,"[51.4479, -0.326]"
The Kew Grill,Richmond upon Thames,Restaurant,Eating out,51.48340966897515,-0.2861801214471388,"[51.4479, -0.326]"
Queen Elizabeth Gate,Richmond upon Thames,Garden,Green spaces,51.48431125118914,-0.291388463001902,"[51.4479, -0.326]"
Princess of Wales Conservatory,Richmond upon Thames,Botanical Garden,Green spaces,51.48153979971024,-0.2904589792621052,"[51.4479, -0.326]"
Original Maids of Honour Tearoom,Richmond upon Thames,Tea Room,Eating out,51.48078487126661,-0.28849988546138383,"[51.4479, -0.326]"
The Hive,Richmond upon Thames,Outdoor Sculpture,Green spaces,51.48210837484719,-0.2920357450585686,"[51.4479, -0.326]"
Kew Village Market,Richmond upon Thames,Food & Drink Shop,Groceries,51.477312174157696,-0.28577643304386496,"[51.4479, -0.326]"
Kew Palace,Richmond upon Thames,Historic Site,Other,51.483811,-0.295016,"[51.4479, -0.326]"
TK Maxx,Richmond upon Thames,Clothing Store,Shopping,51.478418976118824,-0.27963574175737643,"[51.4479, -0.326]"
The Kew Bookshop,Richmond upon Thames,Bookstore,Shopping,51.477170871420334,-0.2854771504675866,"[51.4479, -0.326]"
Ma Cuisine,Richmond upon Thames,French Restaurant,Eating out,51.47756761879499,-0.2859871898009058,"[51.4479, -0.326]"
Victoria Gate,Richmond upon Thames,Garden,Green spaces,51.47781000592133,-0.2907132156782506,"[51.4479, -0.326]"
The Glasshouse,Richmond upon Thames,French Restaurant,Eating out,51.47720397984859,-0.2855525389144261,"[51.4479, -0.326]"
Neighbourhood Café Yukari,Richmond upon Thames,Tea Room,Eating out,51.476841,-0.284728,"[51.4479, -0.326]"
The Good Wine Shop,Richmond upon Thames,Wine Shop,Shopping,51.47802615333341,-0.2865964275459527,"[51.4479, -0.326]"
Waterlily House,Richmond upon Thames,Garden,Green spaces,51.479966332149544,-0.2932229789571034,"[51.4479, -0.326]"
Antipodea,Richmond upon Thames,Australian Restaurant,Eating out,51.477627262866335,-0.2860158152909705,"[51.4479, -0.326]"
Marks & Spencer,Richmond upon Thames,Department Store,Shopping,51.47730197,-0.27834025,"[51.4479, -0.326]"
The Kew Gardener,Richmond upon Thames,Flower Shop,Shopping,51.47705061508737,-0.2852125682310493,"[51.4479, -0.326]"
The Tap on the Line,Richmond upon Thames,Pub,Going out,51.4773167,-0.2851877,"[51.4479, -0.326]"
Caffe Torelli,Richmond upon Thames,Café,Eating out,51.47796850539537,-0.28649265736204976,"[51.4479, -0.326]"
Palm House,Richmond upon Thames,Botanical Garden,Green spaces,51.47901564338596,-0.29272937261479354,"[51.4479, -0.326]"
Q Verde,Richmond upon Thames,Italian Restaurant,Eating out,51.474711895997515,-0.2865766727736738,"[51.4479, -0.326]"
The Kew Gardens Hotel,Richmond upon Thames,Gastropub,Going out,51.47618368045362,-0.28680449069146163,"[51.4479, -0.326]"
Victoria Plaza Cafe & Shop,Richmond upon Thames,Café,Eating out,51.47811790712827,-0.2909347690440699,"[51.4479, -0.326]"
The Orangery,Richmond upon Thames,Café,Eating out,51.48319145060216,-0.29316488204600616,"[51.4479, -0.326]"
The Botanical,Richmond upon Thames,Restaurant,Eating out,51.4796136774411,-0.2901768434315429,"[51.4479, -0.326]"
Starbucks,Richmond upon Thames,Coffee Shop,Eating out,51.47736,-0.286338,"[51.4479, -0.326]"
Kew Gardens London Underground and London Overground Station,Richmond upon Thames,Metro Station,Public Transport,51.477139144299194,-0.28503315559421544,"[51.4479, -0.326]"
Musical Museum,Hounslow,History Museum,Entertainment,51.48788481612918,-0.29321628946285483,"[51.4746, -0.368]"
Shirley Sherwood Gallery,Richmond upon Thames,Art Gallery,Entertainment,51.47478797599825,-0.29247011202242235,"[51.4479, -0.326]"
Marianne North Gallery,Richmond upon Thames,Art Gallery,Entertainment,51.47441562788465,-0.2925410842038342,"[51.4479, -0.326]"
Pig & Whistle,Richmond upon Thames,Pub,Going out,51.46508067985979,-0.26674945696731855,"[51.4479, -0.326]"
PizzaExpress,Richmond upon Thames,Pizza Place,Eating out,51.477742876966666,-0.28590811264166405,"[51.4479, -0.326]"
The Kew Greenhouse,Richmond upon Thames,Café,Eating out,51.4774044060064,-0.28657297369270207,"[51.4479, -0.326]"
Kew Gardens Café,Richmond upon Thames,Café,Eating out,51.478161586087765,-0.29099016513334264,"[51.4479, -0.326]"
Canopy,Richmond upon Thames,Shoe Store,Shopping,51.47713666202523,-0.28501130806249625,"[51.4479, -0.326]"
The Breadstall,Richmond upon Thames,Deli / Bodega,Groceries,51.47752928208832,-0.28597917180324584,"[51.4479, -0.326]"
Mortlake Road Bus Stop B,Richmond upon Thames,Bus Stop,Public Transport,51.46881978557886,-0.27922868728637695,"[51.4479, -0.326]"
Fat Boys Cafe,Hounslow,Thai Restaurant,Eating out,51.482073,-0.256153,"[51.4746, -0.368]"
The Petal Pusher,Richmond upon Thames,Breakfast Spot,Eating out,51.47291,-0.286589,"[51.4479, -0.326]"
North Sheen Recreation Pavillion,Richmond upon Thames,Park,Green spaces,51.47087752819061,-0.28443753719329834,"[51.4479, -0.326]"
Kew Park Rangers,Richmond upon Thames,Park,Green spaces,51.47089979672904,-0.28497242433727715,"[51.4479, -0.326]"
The Cricketers,Richmond upon Thames,Pub,Going out,51.48549011512121,-0.2884791685490573,"[51.4479, -0.326]"
North Sheen Recreation Ground,Richmond upon Thames,Playground,Other,51.4703992325874,-0.2850146355162377,"[51.4479, -0.326]"
Kew Park,Richmond upon Thames,Park,Green spaces,51.47086593843614,-0.2876037180311909,"[51.4479, -0.326]"
Broad Walk,Richmond upon Thames,Trail,Green spaces,51.480069,-0.291675,"[51.4479, -0.326]"
Faanoos Restaurant,Richmond upon Thames,Middle Eastern Restaurant,Eating out,51.464196034496084,-0.2728090325691,"[51.4479, -0.326]"
Artisan Coffee East Sheen,Richmond upon Thames,Coffee Shop,Eating out,51.4647183212322,-0.26649332948780796,"[51.4479, -0.326]"
Waitrose & Partners,Richmond upon Thames,Supermarket,Groceries,51.464646637160875,-0.2687398933799159,"[51.4479, -0.326]"
The Plough,Richmond upon Thames,Pub,Going out,51.46081881639598,-0.270913008811138,"[51.4479, -0.326]"
The Victoria,Richmond upon Thames,Pub,Going out,51.46106925090788,-0.27565967824102366,"[51.4479, -0.326]"
East Sheen Town Centre,Richmond upon Thames,Plaza,Other,51.46440851129994,-0.26817798614501953,"[51.4479, -0.326]"
Sainsbury's,Richmond upon Thames,Supermarket,Groceries,51.4665828529178,-0.28638317786892964,"[51.4479, -0.326]"
Superdrug,Richmond upon Thames,Pharmacy,Other,51.464764,-0.267222,"[51.4479, -0.326]"
